x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,y
0.25,0.17,0.17,0.59,0.25,0.08,0.08,0,0.08,0.435,0.118,7.497,0.05133,3,1
0.45,0,0,0,2.75,0,0,0,0,2.077,0,12.176,0,3,1
1.03,1.03,0,1.03,2.06,0,0,0,0,0,0,10.692,0,3,1
1.04,1.04,0,1.04,2.08,0,0,0,0,0,0,10.692,0,3,1
1.03,1.03,0,1.03,2.06,0,0,0,0,0,0,10.692,0,3,1
0,0,0,1.4,1.4,0,0,0,0,0.74,0,2.673,0,3,1
1.21,0,0,1.21,1.21,0,0,0,0,0,0,1.676,0,3,1
0,0.65,0,0.65,1.97,0,0.65,0,0,0.198,0.099,2.195,0.019602,3,1
0,0,0.26,0.26,0,0,0,0,0,0.175,0.043,8.271,0.007525,3,1
0.74,0,0.74,0.74,0.74,3.73,0,0,0,0.355,0.118,2.095,0.04189,3,1
0,0,0,1.29,0,0,1.29,0,0,0,0.208,4.818,0,3,1
0,0.05,0,0.02,0.05,0.1,0,0.02,0,0.112,0.018,3.922,0.002016,3,1
0,0,0,0,0,0,0,0,0,0.355,0.118,2.315,0.04189,3,1
0,0,0,0,0,0,0,0,0,0.356,0.118,2.315,0.042008,3,1
1.07,0,0,0,0,0,0,0,0,0,0,2.333,0,3,1
0,0,0,0.27,0.27,0,0,0,0,0.142,0.047,2.353,0.006674,3,1
1.07,0,0,0,0,0,0,0,0,0,0,2.333,0,3,1
0,0.15,0,0.3,0,0,1.23,0,0,0.52,0.289,4.33,0.15028,3,1
0,0,0.23,1.9,0.23,0,0,0,0,1.046,0.037,4.022,0.038702,3,1
0.23,0,0,0.23,0,0.71,0.71,0,0,0.238,0,3.184,0,3,1
0,0,0.23,1.9,0.23,0,0,0,0,1.046,0.037,4.022,0.038702,3,1
0,0.57,0,0.28,0.57,1.15,0,0,0,1.147,0.191,11.735,0.219077,3,1
0.9,0,0.9,0.9,0.9,4.5,0,0,0,0.391,0.13,2.15,0.05083,3,1
0.74,0,0.74,0.74,0.74,3.73,0,0,0,0.355,0.118,2.15,0.04189,3,1
0,1.14,0.32,0.48,1.95,0,0.81,0,0,0.134,0.107,5.216,0.014338,3,1
0,0.54,0,0.27,1.08,0,0.54,0,0,0.458,0.504,2.934,0.230832,3,1
0.21,0,0,0,0,0.21,0,0,0,0.465,0.271,9.052,0.126015,3,1
0.64,0,0,0.64,0.64,0.64,0,0,0,0.522,0.313,2.511,0.163386,3,1
1.63,0,0.54,0.54,0.54,2.73,0,0,0,0,0.171,2.592,0,3,1
0,0,0,2.08,0,0,0,0,0,0.367,0.073,2.34,0.026791,3,1
0,0.18,0,2.08,0,0.37,0.18,0,0,0.31,0.112,2.548,0.03472,3,1
0,0,0,0,0,0,0,0,0,0.265,0.088,11.066,0.02332,3,1
0,0,0,1.31,0,0,1.31,0,0,0,0.213,4.818,0,3,1
0,0,0,0,0,0,0,0,0,0.587,0,7,0,3,1
0.68,0,0,4.1,1.36,0,0,0,0,1.706,0.2,4.281,0.3412,3,1
1.16,0,0.38,0.77,1.93,0,0,0,0,0.198,0,9.266,0,3,1
0.27,0.27,0.54,0.82,0.82,0.54,0.54,0,0,0.13,0,4.6,0,3,1
0,0,0,0.62,1.25,0.62,0,0,0,0.39,0.438,3.322,0.17082,3,1
0,0,0,0,1.09,1.09,0,0,0,0.371,0,3.096,0,3,1
0.5,0,0.3,0.7,0.1,0,0.1,0,0.1,0.491,0.158,8.55,0.077578,3,1
0,0,0,0,0,0.81,0,0,0,0.26,0,13.5,0,3,1
0,0,0,1.24,0.62,0,0,0,0,1.105,0.201,12.904,0.222105,3,1
0,1.25,0,0,0.41,0,0,0,0,0.312,0.062,1.477,0.019344,3,1
1.65,0.82,0,0,2.47,0,0,0,0,0.199,0,15.892,0,3,1
1.65,0.82,0,0,2.47,0,0,0,0,0.199,0,15.892,0,3,1
1.65,0.82,0,0,2.47,0,0,0,0,0.199,0,15.892,0,3,1
0,0,0,0,1.29,0,0,0,0,0.236,0,7.181,0,3,1
0,0.45,0,2.25,0.45,0,0,0,0,1.626,0.162,69.727,0.263412,3,1
0,0.45,0,2.26,0.45,0,0,0,0,1.631,0.244,64.416,0.397964,3,1
0,0.45,0,2.29,0.45,0,0,0,0,1.633,0.245,64.416,0.400085,3,1
0.41,0.82,1.65,0.41,2.47,1.65,0.82,0,0,0.53,0.132,6.404,0.06996,3,1
0,0,0,1.57,0,0.09,0.09,0,0,5.848,1.313,5.96,7.678424,3,1
0,0,0,1.31,0,0,1.31,0,0,0,0.212,4.818,0,3,1
0,0,0,1.31,0,0,1.31,0,0,0,0.212,4.818,0,3,1
0,0,0,1.8,0.3,0,0.6,0,0,0.189,0.141,1.932,0.026649,3,1
0.94,0,0,0.47,0,0.47,0,0,0,1.254,0.221,5.918,0.277134,3,1
0,0.36,0.36,0.72,0.36,0.36,0,0,0,1.203,0.467,18.4,0.561801,3,1
0,0,0,0,7.35,0,4.41,0,0,1.272,0.254,6.294,0.323088,3,1
0,0,0,0,7.35,0,4.41,0,0,1.272,0.254,6.055,0.323088,3,1
0.51,0,0,0,0,1.03,0,0,0,0.18,0,1.773,0,3,1
0.5,0,0,0,0,1.01,0,0,0,0.178,0,1.792,0,3,1
0,0.37,0.37,0.74,0.37,0.37,0,0,0,1.211,0.471,18.4,0.570381,3,1
0,0,0,1.57,0,0.09,0.09,0,0,5.84,1.311,5.96,7.65624,3,1
0,0.36,0.36,0.72,0.36,0.36,0,0,0,1.203,0.467,18.4,0.561801,3,1
0,0,0,0.75,0,0.3,0.3,0,0,0.376,0.05,2.271,0.0188,3,1
0,0,0,0.15,0,0,0.3,0,0,0.087,0,1.54,0,3,1
0.06,0,0.25,0.95,0,0.06,0.19,0,0,0.133,0.041,3.29,0.005453,3,1
0,0,0,0,0,0,0,0,0,0.573,0,2.884,0,3,1
0,0,0,0.28,0.17,0,0.05,0,0,0.099,0.079,4.906,0.007821,3,1
0,0,0,0,1.19,0,0,1.19,0,0.204,0,8.636,0,3,1
0.44,0,0,0,0.44,0.89,0.44,0,0,0.482,0.896,6.77,0.431872,3,1
0,0,0,1.55,0.77,0.77,0,0,0,0.672,0.403,2.794,0.270816,3,1
0.14,0,0.84,0.98,0,0.28,0.28,0,0,0.045,0.342,14.88,0.01539,3,1
0.5,0,0.3,0.7,0.1,0,0.1,0,0.1,0.49,0.158,8.55,0.07742,3,1
0,0,0,1.6,0.8,0.8,0,0,0,0.823,0,2.815,0,3,1
0,0,0,0,1.63,0,0,0,0,0.8,0.266,2,0.2128,3,1
0.69,0,0,0.69,0,0,0,0,0,0.196,0,6.1,0,3,1
0,1.04,0.52,1.04,1.04,0,0.52,0,0,0.539,0.269,5.787,0.144991,3,1
0.32,0.32,0,0.32,0.32,0.32,0.32,0,0,0,0.166,1.494,0,3,1
0.32,0.32,0,0.32,0.32,0.32,0.32,0,0,0,0.166,1.494,0,3,1
0.25,0.17,0.17,0.59,0.25,0.08,0.08,0,0.08,0.486,0.118,7.561,0.057348,3,1
0.05,0.05,0.05,0.52,0,0.64,0.05,0,0,0.01,0.167,1.818,0.00167,3,1
0,0,0,1.62,0,0.27,0,0,0,0.874,0.051,5.582,0.044574,3,1
0,0,0,2.65,0.44,0,1.32,0,0,0.663,0.132,8.666,0.087516,3,1
0,0,0,1.14,4.59,0,0,0,0,1.939,0,8.461,0,3,1
0,0,0,0,0,0,0,0,0,0.606,0.606,3.111,0.367236,3,1
0,0.54,0,0,0,1.08,0,0,0,0,0,1.49,0,3,1
0,0,0,0,0,0,0,0,0,0.567,0,2.9,0,3,1
0.7,0,0,0.7,0.7,0,0.35,0,0,0.381,0.063,2.021,0.024003,3,1
2.73,0,0,2.05,0,0,0.68,0,0,1.244,0,2.472,0,3,1
0.55,0.27,0,0.27,0,1.11,0,0,0,0.301,0,19.482,0,3,1
0.09,0,0.29,0.48,0,0.19,0,0,0,0.559,0.047,1.694,0.026273,3,1
1.61,0,0,0,1.61,0,0,0,0,0.804,0,2.466,0,3,1
0.97,0,0,0,0.97,0,0,0.97,0,0,0.167,3.5,0,3,1
2.25,0,0,0.56,0,0,0,0,0,0.503,0,16.304,0,3,1
0.4,0.1,0.1,0.5,0.1,0,0.3,0,0,0.976,0.397,3.186,0.387472,3,1
0,0,0,0,0.8,0.8,0,0,0,1.562,0.36,2.638,0.56232,3,1
0,0,0,1.31,0,0,1.31,0,0,0,0.212,4.818,0,3,1
1.47,0,0,0,1.47,1.47,0,0,0,0.508,0.169,10.625,0.085852,3,1
0,0,0,0.28,0.17,0,0.05,0,0,0.099,0.079,4.881,0.007821,3,1
0.81,0,0,0,0,0,0,0,0,0,0.123,4.793,0,3,1
0.58,0,0,0.87,0,0.87,0,0,0,0,0.271,1.67,0,3,1
0.06,0.06,0.06,0.54,0,0.72,0.06,0,0,0.01,0.169,1.766,0.00169,3,1
0,0.17,0,0.1,0.03,0,0,1.18,0,0.029,0.011,2.813,0.000319,3,1
0,0,0,0.41,0.41,0,0.41,0,0,0.481,0.549,3.166,0.264069,3,1
0.08,0.08,0.08,0.24,0.08,0,0.24,0,0,0.55,0.082,15.547,0.0451,3,1
0.4,0.1,0.1,0.5,0.1,0,0.3,0,0,0.977,0.397,3.166,0.387869,3,1
0.45,0,0.22,0.22,0.22,0,0,0,0,0.037,0.15,13.936,0.00555,3,1
0,0,0,1.31,0,0,1.31,0,0,0,0.212,4.818,0,3,1
0,0,0,0,0.4,0,0,0,0,0.198,0,5.019,0,3,1
0.38,0.38,0.38,0,0.38,0,0.38,0,0,0.121,0,2.08,0,3,1
1.78,0,0,0,0,0,0,0,0,0.544,0,1.777,0,3,1
0,0,0.27,0.75,0,0.2,0,0,0,0.472,0.092,2.086,0.043424,3,1
1.36,0,0,0,1.36,1.36,0,0,0,0.17,0.17,9.411,0.0289,3,1
0,0,0,0.76,0,0,0,0,0,2.894,0.868,5.607,2.511992,3,1
0,0,0,0,0.81,0,0,0,0,0.258,0,2.826,0,3,1
0.33,0.84,0.33,1.51,0,1.68,0.33,0,0,1.151,0.056,4.928,0.064456,3,1
0,0,0,1.58,0,0.09,0.19,0,0,5.213,0.979,5.781,5.103527,3,1
0,0,0,0,4,0,0,0,0,2.597,0,4.153,0,3,1
0.05,0.05,0.05,0.52,0,0.69,0.05,0,0,0.01,0.162,1.794,0.00162,3,1
0.27,1.08,0,0,0,0,0.27,0,0.27,0.489,0.04,2.121,0.01956,3,1
0,0,0,0,0.8,0,0,0,0,0.511,0,2.909,0,3,1
2.2,0,0,0.55,0,0,0,0,0,0.496,0,16.782,0,3,1
2.2,0,0,0.55,0,0,0,0,0,0.496,0,16.826,0,3,1
0.31,0.31,0,0.31,0.31,0.31,0.31,0,0,0,0.162,1.515,0,3,1
0.69,0,0,0.69,0.69,0,0.34,0,0,0.379,0.063,2.042,0.023877,3,1
1.56,0,0,0,1.56,1.56,0,0,0,0,0.183,11.714,0,3,1
2.16,0,0,0.54,0,0,0,0,0,0.488,0,15.16,0,3,1
0.28,0.28,0.14,0.28,1.88,0.14,0,0,0,0.21,0,2.293,0,3,1
0,0,0.22,0.88,0.22,0,0.22,0,0,0.13,0.196,7.4,0.02548,3,1
0,0,0,0.73,0,0.29,0.29,0,0,0.388,0.048,2.264,0.018624,3,1
0.07,0,0.07,1.48,0,0.14,0.07,0,0,0.167,0.167,3.412,0.027889,3,1
0.31,0.31,0,0.31,0.31,0.31,0.31,0,0,0,0.163,1.515,0,3,1
0.31,0.31,0,0.31,0.31,0.31,0.31,0,0,0,0.163,1.515,0,3,1
0.05,0.05,0.05,0.52,0,0.64,0.05,0,0,0.01,0.167,1.838,0.00167,3,1
0.97,0,0,0.48,0,0.48,0,0,0,1.085,0.232,5.166,0.25172,3,1
0,0,0,0.41,0.41,0,0.41,0,0,0.48,0.549,3.166,0.26352,3,1
0.08,0.25,0.34,0.51,0.08,0,0.34,0,0,0.261,0.294,3.282,0.076734,3,1
0,0,0,0,0,0,0,0,0,0.233,0,9.5,0,3,1
1.63,0,0,0,0,0,0,0,0,0,0,1.2,0,3,1
0.08,0.43,0,0.6,0,0.17,0.08,0,0,0.092,0.014,4.16,0.001288,3,1
0.08,0.43,0,0.6,0,0.17,0.08,0,0,0.092,0.014,4.16,0.001288,3,1
0.34,0,0.34,1.38,0.69,0,1.04,0,0,0.638,0.174,2.17,0.111012,3,1
0.29,0.29,0.58,0.87,0.87,0.58,0.58,0,0,0.14,0,4.892,0,3,1
0.45,0,0,0.45,0,0,0,0,0,0.072,0,7.857,0,3,1
0.2,0,0,0.4,0.4,0,0.4,0,0,0.133,0.066,2.704,0.008778,3,1
1.33,0,0,0,0,0,0,0,0,0.213,1.492,29.125,0.317796,3,1
0.44,0.44,0,0.88,0.44,0,0.44,0,0,0.588,0.156,86.7,0.091728,3,1
0,0,0,0.9,0,0,0,0,0,0.292,0,3,0,3,1
0.74,0,0,0,0,0,0,0,0,0.467,0.233,1.846,0.108811,3,1
0.28,0,0,0.28,0.14,0,0.42,0,0,0.13,0,7,0,3,1
0.37,0,0,0.37,0.37,0.75,0,0,0,0.882,0.189,4.08,0.166698,3,1
0,0,0,0,0,2.66,0,0,0,1.799,0.514,1.823,0.924686,3,1
0,0,0,1.09,0.72,0,0,0.36,0,0.963,0.113,2.622,0.108819,3,1
1.08,0,0,0.54,0.54,0.54,0,0,0,1.218,0.261,5.323,0.317898,3,1
0,0,0,0,1.81,0,0,0,0,0.628,0.943,2.944,0.592204,3,1
0.48,0,0,0,0.48,0.96,0.48,0,0,0.515,0.957,6.833,0.492855,3,1
0,0,0.98,0.98,0.98,0,0,0.98,0.98,0.278,0,2.95,0,3,1
0,0,0,0,0,0,0,0,0,0.833,0,1.375,0,3,1
0.18,0,0,0,1.89,0,0.18,0,0,0,0,25.22,0,3,1
0,0,0,1.82,0.3,0,0.6,0,0,0.191,0.143,2.041,0.027313,3,1
0,0,0,1.33,1.33,0,0,0,0,1.326,0,2.2,0,3,1
0.03,0.95,0.1,0.64,0.51,0.34,0.71,0,0,0.379,0.136,3.341,0.051544,3,1
0,0,0,1.81,0.3,0,0.6,0,0,0.19,0.142,2.03,0.02698,3,1
0.58,0.58,0,0,0.58,0.58,1.16,0,0,0.239,0.239,3.338,0.057121,3,1
0.46,1.4,0,0,0,0,0,0,0,0.37,0,6.137,0,3,1
0,0.3,0,0.3,0.3,0.3,0.3,0,0,0,0.211,1.745,0,3,1
0,0.3,0,0.3,0.3,0.3,0.3,0,0,0,0.21,1.738,0,3,1
0,0.59,0,0,0,0,0.59,0,0,0.103,0,1.437,0,3,1
0.02,0.35,0.21,0.9,0.33,0.42,0.46,0,0,0.325,0.523,6.723,0.169975,3,1
0.58,0.58,0,0,0.58,0.58,1.16,0,0,0.239,0.239,3.338,0.057121,3,1
0,0.3,0,0.3,0.3,0.3,0.3,0,0,0,0.211,1.752,0,3,1
0,0.3,0,0.3,0.3,0.3,0.3,0,0,0,0.211,1.752,0,3,1
0,0,0,1.43,0.71,1.43,0.23,0,0,0.402,0.402,5.681,0.161604,3,1
0,0.59,0,0,0,0,0,0,0,0,0,2.103,0,3,1
0,0,0,0,0,0,0,0,0,4.347,0,3,0,3,1
0,0,0.48,0.24,0.48,0,0.24,0,0,0.036,0.184,2.336,0.006624,3,1
0,0,0.48,0.24,0.48,0,0.24,0,0,0.036,0.184,2.336,0.006624,3,1
0.08,0.25,0.34,0.51,0.08,0,0.34,0,0,0.263,0.263,3.076,0.069169,3,1
0,0,0,2.18,0,1.74,0.43,0,0,0.802,0,5.114,0,3,1
0,0,0,2.18,0,1.74,0.43,0,0,0.874,0,5.114,0,3,1
0.29,0.29,0.58,0.87,0.87,0.58,0.58,0,0,0.14,0,4.892,0,3,1
0,0,0,0,0,0,0,0,0,0.543,0,5,0,3,1
0,0.36,0,0.36,0,0.73,0.36,0,0,0.653,0.118,1.53,0.077054,3,1
0,0,0,1.16,0,0,0,0,0,0.364,0.312,7.541,0.113568,3,1
0.08,0.42,0,0.6,0,0.17,0.08,0,0,0.099,0.014,4.07,0.001386,3,1
0.26,0,0.26,0,0.79,0,0.52,0,0,0.327,0,5.549,0,3,1
0.05,0.26,0.26,0.96,0.1,0.44,0.33,0,0,0.346,0.793,6.05,0.274378,3,1
0.54,0,0,0.18,0.36,0.18,0.18,0,0,0.249,0.305,3.921,0.075945,3,1
0.08,0.42,0,0.6,0,0.17,0.08,0,0,0.099,0.014,4.07,0.001386,3,1
0,0,0,0,0,2.53,0,0,0,1.9,0.475,1.763,0.9025,3,1
0.36,0,0,0,0.36,0,0,0,0,0.053,0.053,18.37,0.002809,3,1
0,0.37,0.37,2.64,0.37,0,0,0,0,1.248,0.197,58.705,0.245856,3,1
0,0,0.57,0.57,0,0,0,0,0,0.107,0,1.421,0,3,1
0,0,0,0,0,0,0,0,0,0.411,0,4.307,0,3,1
0,0,0,1.59,0,0.09,0.09,0,0,5.924,1.33,5.8,7.87892,3,1
0.38,0.38,0.38,0,0.38,0,0.38,0,0,0.123,0,2.062,0,3,1
0,0,0,0,0,0,0,0,0,0.298,0.597,3.333,0.177906,3,1
0,0,0,0,0.49,1.47,0,0,0,0.424,0,12.692,0,3,1
0.38,0.38,0.38,0,0.38,0,0.38,0,0,0.123,0,2.062,0,3,1
0.38,0,0,0.64,0,0,0,0,0,0.25,0.073,1.764,0.01825,3,1
0.37,0,1.12,1.12,0,0,0.37,0,0,0.061,0.122,4.727,0.007442,3,1
0.39,1.19,0,0.79,0,1.58,0,0,0,0.705,0.211,1.903,0.148755,3,1
0.41,0,0,0.41,1.65,0.41,0.82,0,0,0.904,5.3,7.478,4.7912,3,1
0.09,0,0.04,0.29,0,0.14,0.04,0,0,0.431,0.111,3.37,0.047841,3,1
0.41,0,0,0.41,1.65,0.41,0.82,0,0,0.904,5.3,7.478,4.7912,3,1
0,0,0,0,0,0,1.42,0,0,0,0,4.722,0,3,1
1.21,1.21,1.21,1.21,0,4.87,0,0,0,0.555,0,104.666,0,3,1
0,0,0,2.4,0.96,0,0,0,0,0.174,0.087,1.612,0.015138,3,1
0.05,0.26,0.26,0.97,0.1,0.47,0.34,0,0,0.328,0.858,5.928,0.281424,3,1
1.47,0,0,0,0,0,0,0,0,1.562,0,5,0,3,1
1.06,0,0,0.53,1.06,0.53,0,0,0,1.208,0.259,5.558,0.312872,3,1
0,0,0,0.41,0.41,0,0.41,0,0,0.48,0.549,3.166,0.26352,3,1
0.55,0,0,0.55,0.55,2.79,0,0,0,1.208,0.345,4.761,0.41676,3,1
0.55,0,0,0.55,0.55,2.79,0,0,0,1.207,0.345,4.761,0.416415,3,1
0,0.37,0.37,2.65,0.37,0,0,0,0,1.246,0.196,62.5,0.244216,3,1
0,0.51,0.17,1.38,0.34,1.03,0.51,0,0,1.275,0.141,5.598,0.179775,3,1
0,0.12,0.12,0.38,0,0.12,0.12,0,0,0.371,0.061,2.89,0.022631,3,1
1.18,0.23,0.23,0.7,0.23,1.41,0,0,0,0.08,0,1.844,0,3,1
0.05,0.26,0.26,0.97,0.26,0.44,0.34,0,0,0.329,0.78,6.045,0.25662,3,1
0,0,0,0,0.45,0.45,0,0,0,0.138,0,5.809,0,3,1
1.23,0,0,0,1.23,0,0,0,0,1.939,0,1.379,0,3,1
1.23,0,0,0,1.23,0,0,0,0,1.947,0,1.379,0,3,1
1.23,0,0,0,1.23,0,0,0,0,1.949,0,1.379,0,3,1
0.19,0,0.09,0.69,0,0,0,0,0,0.586,0.189,2.349,0.110754,3,1
0.68,0,0,0.68,0.68,0,0.34,0,0,0.503,0.062,1.82,0.031186,3,1
0,0,0.27,0.55,0,0,0,0,0,0.136,0.182,8.207,0.024752,3,1
0,1.09,0,0,0,0,0,0,0,0,0.692,4.941,0,3,1
0,0.12,0.12,0.38,0,0.12,0.12,0,0,0.371,0.061,2.878,0.022631,3,1
1.2,1.2,1.2,1.2,0,4.81,0,0,0,0.331,0,50.166,0,3,1
0.24,0.74,0.24,1.23,0,1.23,0.74,0,0,1.634,0.155,3.975,0.25327,3,1
0.6,0,0,0,0,0,0.6,0,0,0.619,0.103,6.166,0.063757,3,1
0,1.85,0.46,0,0.92,0,0.46,0,0,0.795,0.217,4.869,0.172515,3,1
0,0,0,0,0,0,0,0,0,2.362,0,3.384,0,3,1
1.47,1.47,1.47,0,0,2.94,0,0,0,0.294,0.147,72,0.043218,3,1
0,0,0.49,0,0.49,0,0.49,0,0,0.625,0.312,4.75,0.195,3,1
0.53,0,0,0,0,0,0,0,0,0,0,2.131,0,3,1
0,0,0,0,0,0,0,0,0,1.473,0,4.071,0,3,1
0.56,0,0,0.56,0.56,3.4,0,0,0,1.135,0.349,5.105,0.396115,3,1
0,0,0.11,2,0,0.11,0.23,0,0,0.13,0.168,5.76,0.02184,3,1
0,0,0,0,0,0.37,0,0,0,0.441,0,1.372,0,3,1
0,0,0,0.95,0,0.95,0,0,0,0.496,0.248,5.187,0.123008,3,1
0,0,0,0,0,0.37,0,0,0,0.441,0,1.372,0,3,1
0,0,0.48,0.24,0.48,0,0.24,0,0,0.036,0.184,2.276,0.006624,3,1
0.36,0,0.72,0.36,0,0,0,0,0,0,0,6.685,0,3,1
0,0,0,0,0,0,0,0,0,2.413,0,3.384,0,3,1
0,0,0.47,0,0.47,0,0,0,0,0,0,7.18,0,3,1
0,0,0.47,0,0.47,0,0,0,0,0,0,7.18,0,3,1
0.04,0.21,0.23,0.88,0.23,0.4,0.31,0,0,0.311,0.734,5.328,0.228274,3,1
0,0,0,0,5,0,0,0,0,0.909,0,2.857,0,3,1
0.5,0,0.3,0.7,0.1,0,0.1,0,0.1,0.49,0.158,8.55,0.07742,3,1
1.47,1.47,1.47,0,0,2.94,0,0,0,0.294,0.147,71.5,0.043218,3,1
0.56,0,0,0.56,0.56,3.38,0,0,0,1.217,0.347,5.105,0.422299,3,1
0,0,0,0,0,0,0,0,0,0,0,2,0,3,1
0,0,0,0,0,0.37,0,0,0,0.434,0,1.377,0,3,1
0,0,0,0,3.12,0,0,0,0,0.462,0,3.125,0,3,1
0.05,0.23,0.26,0.97,0.26,0.44,0.34,0,0,0.344,0.784,6.094,0.269696,3,1
0,0,0,0,0.81,0,0,0,0,0.706,0,8.411,0,3,1
0,0,0,1.19,0.23,0,0.23,0,0,0.327,1.357,5.769,0.443739,3,1
0.42,0,0,0.42,0,0,0,0,0,0,0.349,7,0,3,1
0,0,0,0.18,0,0.36,0,0,0,0.416,0,1.373,0,3,1
0,0.29,0,0,0,0.29,0.29,0,0,1.434,0,3.281,0,3,1
0,0,0,0.96,0,0.96,0,0,0,0.502,0.251,5.488,0.126002,3,1
0,0,0,0.97,0,0.97,0,0,0,0.421,0.252,5.173,0.106092,3,1
0,0,0,0.98,0,0.98,0,0,0,0.677,0.254,5.2,0.171958,3,1
1.45,0,0,0.72,0,1.45,0,0,0,0.105,0,2.689,0,3,1
0.04,0.21,0.23,0.88,0.23,0.4,0.31,0,0,0.318,0.754,5.349,0.239772,3,1
0,0,0,1.17,0,1.17,0,0,0,0.924,0,1.966,0,3,1
0,0,0.64,0.64,0,1.29,0.64,0,0,0.093,0,2.755,0,3,1
0,0,0.64,0.64,0,1.29,0.64,0,0,0.093,0,2.755,0,3,1
0,0,0.64,0.64,0,1.29,0.64,0,0,0.093,0,2.755,0,3,1
0,0,0,0.3,0.3,0,0,0,0,0,0.044,1.607,0,3,1
0,0,0,1.25,0.62,1.25,0.2,0,0,0.345,0.345,5.132,0.119025,3,1
0,0,0,0,0,0,0,0,0,0,0,13.166,0,3,1
0.05,0.26,0.26,0.97,0.26,0.44,0.34,0,0,0.331,0.79,6.073,0.26149,3,1
0,0,0,0,0,0.37,0,0,0,0.464,0,1.392,0,3,1
0,0,0,0.63,0.63,0.31,0.63,0,0,0.055,0.501,3.509,0.027555,3,1
1.12,0,0,0.56,0.56,3.38,0,0,0,1.13,0.347,4.875,0.39211,3,1
0,0,0,0,0,0.37,0,0,0,0.464,0,1.392,0,3,1
0,0,0,0,0,0,0,0,0,0.443,0,4.652,0,3,1
0,0,0,0.35,0.08,0.52,0,0,0,0,0,2.039,0,3,1
0,0,0,0.67,0,0,0,0,0.33,0.112,0.336,2.96,0.037632,3,1
0,0,0,0,0.88,2.65,0,0,0,0,0,1.512,0,3,1
0,0,0.12,0.12,0,0,0.12,0,0,0.693,0,1.335,0,3,1
0.19,0.97,0.09,1.07,0,0,0.29,0,0,0.405,0.233,4.32,0.094365,3,1
0,0,0,0,0,0,0,0,0,0.754,0.188,5.551,0.141752,3,1
1.09,0,0,0.36,0.36,1.83,1.09,0,0,0.427,0.061,4.42,0.026047,3,1
0,0.45,0,0,0.45,0,0,0,0,0,0,2.47,0,3,1
0.09,0,0.48,0.77,0.58,0.87,0.09,0,0,0.06,0.045,1.597,0.0027,3,1
0,0,0,0.84,0,0,0,0,0,0.6,0.3,4.02,0.18,3,1
0,0,0,0.84,0,0,0,0,0,0.6,0.3,4.02,0.18,3,1
0.4,0,0,0,0.8,0,0,0,0,0.116,0.116,4.058,0.013456,3,1
0.63,0,0,0,0,0,0,0,0,0,0.613,1.251,0,3,1
1.25,0,0,0,1.25,1.25,0,0,0,0.298,0,3.976,0,3,1
0.26,0.26,0,1.31,0,0,0,0,0,0.077,0,1.8,0,3,1
0,0,0,0.7,1.41,1.41,0,0,0,0,0,4.176,0,3,1
0.55,0,0,0.55,0.55,3.88,0,0,0,1.191,0.34,4.59,0.40494,3,1
0.72,0,0,0,0,0,0.72,0,0,0.729,0.121,7.781,0.088209,3,1
0.84,0,0,0,0,0,0.84,0,0,0.776,0.129,10.375,0.100104,3,1
0.72,0,0,0,0,0,0.72,0,0,0.729,0.121,7.781,0.088209,3,1
0.81,0.4,0,0.4,3.27,0,0,0,0,0.64,0.8,7.651,0.512,3,1
0,0,0.34,1.27,0.58,0.05,0.34,0,0,0.13,0.186,4.225,0.02418,3,1
0,0,0,0,2.85,0,0.71,0,0,1.417,0,3.029,0,3,1
0,0,0.65,1.3,1.3,1.3,0,0,0,0.515,0.103,2.04,0.053045,3,1
1.61,0,0,1.61,0,0,0,0,0,0.23,0,4.941,0,3,1
0,0.32,0,1.28,2.56,0.96,0,0,0,0.492,0,2.184,0,3,1
0.64,0,1.29,1.94,0.64,0.64,0,0,0,0.233,0,1.136,0,3,1
0.98,0,0,0.98,0,0.98,0,0,0,0.645,0.064,3.552,0.04128,3,1
0,0,0,0,0,0,0,0,0,0.444,0.37,2.413,0.16428,3,1
0.69,0,0,0,0,0,0.69,0,0,0.701,0.116,8.781,0.081316,3,1
0,0,0,0,0,0,0,0,0,0.444,0.37,2.413,0.16428,3,1
0,0,0,0,0,0,0,0,0,0.444,0.37,2.413,0.16428,3,1
0,0,0,0,0,0,0,0,0,0.444,0.37,2.448,0.16428,3,1
0,0,0,0.59,0.59,0,0,0,0,0.443,0.088,1.693,0.038984,3,1
0.5,0,0.3,0.7,0.1,0,0.1,0,0.1,0.49,0.158,8.55,0.07742,3,1
1.66,0,0,1.66,3.33,0,0,0,0,1.424,0,24.333,0,3,1
0.5,0,0.3,0.7,0.1,0,0.1,0,0.1,0.49,0.158,8.55,0.07742,3,1
0,0.43,0.17,0.35,0.87,0,0.17,0,0,0.25,0.721,2.742,0.18025,3,1
0,0,0,0.8,0,0,0,0,0,0.875,0,6,0,3,1
1.05,0,0.52,1.05,1.05,1.05,0,0,0,1.276,0.729,3.062,0.930204,3,1
0.05,0.05,0.05,0.52,0,0.69,0.05,0,0,0.02,0.163,1.796,0.00326,3,1
0,0.52,0.17,0.34,0.87,0,0.17,0,0,0.342,0.716,2.973,0.244872,3,1
0,0,0,0,0,0,0,0,0,0.415,0,1.909,0,3,1
0.2,0.5,0.2,0.8,0,0.2,0.2,0,0,0.307,0.175,6.937,0.053725,3,1
