w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,y
0.28,0.14,0,0,2.31,0,0,0,0,0.053,0,0.08,1
1.25,0.62,0,0.62,0,0,0,0,0,0,0,0.273,1
0.33,0.33,0.5,0,1.68,0,0.16,0,0,0.218,0,0.054,1
0.28,0.14,0,0,2.14,0,0,0,0,0.048,0,0.072,1
0.15,0,0,0,2.26,0,0,0,0,0.051,0,0.076,1
0.14,0,0.62,0.21,0,0,0,0,0.012,0.078,0,0.51,1
0,0,0.68,0.68,3.42,0,0.68,0,0,0,0,0.519,1
0.22,0,0.11,0.55,0,0,0,0,0,0.173,0,0.193,1
1.48,0.49,0,0.49,0,0,0,0,0,0.082,0,0.165,1
0.94,0,0,0.94,0,0,0,0,0,0.17,0,0,1
0.09,0.02,0.75,0.16,0,0,0,0,0,0.058,0,0.847,1
0.22,0,0.11,0.55,0,0,0,0,0,0.173,0,0.193,1
0,1.56,0,1.56,0,0,0,0,0,0.233,0,0,1
1.11,2.22,0,3.33,0,0,0,0,0,0,0,0,1
0.43,0.86,0,2.16,0,0,0,0,0,0.2,0,0,1
1.82,0,0,1.36,0,0,0,0,0,0.073,0,0,1
0.76,0.5,1.01,0,0,0,0.5,0,0,0.074,0,0.412,1
0,0,0,1.44,0,0,0,0,0,0,0,0,1
0.76,0.5,1.01,0,0,0,0.5,0,0,0.074,0,0.412,1
0.35,0,0,0.35,0,0,0,0,0,0.057,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
1.44,0,1.32,0.6,0,0,0,0,0,0.04,0,0.222,1
0.88,0,0,0,0,0,0,0,0,0,0,0,1
0.6,0.12,0,0.12,0,0,0,0,0.056,0.037,0,0.094,1
1.31,0,0,0,0,0,0,0,0,0.251,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0.21,1
0,0,0,0,0,0,0,0,0,0.19,0,0.38,1
0,0,0,0,0,0,0,0,0,0,0,0,1
0.29,0,2.09,0.09,0.09,0,0,0,0.044,0.078,0,0.133,1
0,0,0,0,0,0,0,0,0,0,0,3.125,1
0,0.13,0,0,0,0,0,0,0,0.133,0,0,1
0.31,0,0,0.31,0,0,0,0,0,0.051,0,0,1
0.26,0.26,0,0.26,0,0,0,0,0.451,0.082,0.082,0,1
0.22,0,0.11,0.56,0,0,0,0,0,0.157,0,0.196,1
1.34,0,0,0.24,0,0,0.12,0,0.061,0.02,0,0.041,1
1.34,0,0,0.24,0,0,0.12,0,0.061,0.02,0,0.041,1
0,0.31,0.31,0.94,0,0,0,0,0,0.75,0,0.046,1
0.51,0,0,0,0,0,0,0,0,0,0,0.177,1
0.48,0,0,0,0,0,0.48,0,0,0.084,0,0.336,1
0,0,0,6.45,0,0,0,0,0,0,0,0,1
1.79,0,0,1.34,0,0,0,0,0,0.073,0,0,1
0.17,0.35,0.17,0.35,0,0,0,0,0,0.057,0,0.171,1
0,0,1.72,1.72,0,0,0,0,0,0.125,0,0.251,1
0,0,0,0,0,0,0,0,0,0.186,0,0.186,1
0.42,0.42,0,0,0,0,0,0,0,0.062,0,0,1
0.45,0.45,0,0,0,0,0,0,0,0,0,0,1
0,1,1,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
2.5,0,0,1.25,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0.194,0,0.389,1
0,0,0,0,0,0,0,0,0,0,0,0,1
1.26,0,0.52,0,0,0,0,0,0,0.028,0,3.305,1
0.23,0,0.95,0,0,0.71,0,0,0,0.121,0.04,0.04,1
0.09,0.09,0.27,0,0.55,0,0,0,0,0.056,0,0.085,1
0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
0.64,0,1.29,2.59,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0.134,0,0,1
0.64,0.64,0,0.32,0,0,0,0,0,0.156,0,0.156,1
0,0,0,0,0,0,0,0,0,0.191,0,0.383,1
0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0.191,0,0.383,1
0,0,0,0,0,1.16,0,0,0.283,0.107,0,0.053,1
0.88,0,0,0,0,0.44,0,0,0.072,0.072,0,0,1
0.82,0.2,0.61,0.61,3.09,0,0,0,0.098,0.065,0,0.065,1
0,0,0,0,0,0,0,0,0,0,0,0,1
0.1,0.1,0,0,0,0,0,0,0,0.049,0,0.065,1
0.32,0,0.49,1.14,0.49,0,0,0.16,0,0.225,0,0.225,1
0.39,0.09,0.29,0.87,4.1,0,0,0,0,0.136,0,0.151,1
0,0,0,0,0,0,0,0,0,0,0,0,1
0.4,0.1,0.2,0.91,4.26,0,0,0,0,0.093,0,0.156,1
1.11,0,2.96,0,0,0,0,0,0,0.149,0,0,1
0.85,0.25,0.08,0.25,0.17,0,0.08,0.08,0,0.063,0,0.114,1
0.25,0,0.51,0,0,0.51,0,0,0,0.086,0,0.173,1
1.05,1.05,0,0,0,0,0,0,0,0,0,0.171,1
1.02,0.1,0.2,1.94,0.4,0,0.1,0,0,0.048,0.016,0.162,1
0.4,0.1,0.2,0.91,4.26,0,0,0,0,0.093,0,0.156,1
0.44,0.44,0,0,0,0,0,0,0,0,0,0,1
0.31,0.1,0.62,0.1,0.1,0,0,0,0,0,0,0.264,1
0,0,0,0,0,0,0,0,0,0.422,0,0.634,1
0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.31,2.5,0.31,0,0,0,0,0.055,0,0.111,1
0.17,0.11,0.47,0.05,0,0,0,0,0,0.133,0,0.338,1
0.14,0,0.62,0.21,0,0,0,0,0.012,0.078,0,0.509,1
0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0.204,0,0.408,1
0.48,0,0,0,0,0,0.48,0,0,0.084,0,0.761,1
0.85,0.25,0.08,0.25,0.17,0,0.08,0.08,0,0.063,0,0.114,1
0.19,0,0.19,0.76,0,0,0,0,0,0.058,0,0,1
1.07,0,1.07,0,0,0,0.35,0,0,0.233,0,0.233,1
0,0.31,0,0,0,0,0,0,0.043,0.086,0,0.173,1
0.13,0.06,1.14,0.4,0,0,0,0,0,0.088,0,0.151,1
0.39,0,0.78,3.54,0,0,0,0,0,0.064,0,0.129,1
0,0,0,0,0,0,0,0,0,0,0,0.367,1
0.12,0.16,0.32,0,0,0.04,0,0,0,0.171,0,0.493,1
0,0,0.43,0,0,0,0,0,0.075,0.075,0,0.151,1
0.53,0,0,0,0,0,0.53,0,0,0.186,0,0.466,1
0.35,0,1.76,0,0,0,0.17,0,0,0.081,0,0.069,1
1.7,0,0.17,0.17,0,0,0,0,0,0,0,1.961,1
0,0,0,0,0,0,0,0,0,0.062,0,0,1
0,0.06,0.46,0.59,0.06,0,0.06,0,0,0.131,0,0.101,1
0,0,0,0,0,0,0,0,0,0.417,0,0.626,1
0,0.52,0,1.05,0,0,0,0,0,0.194,0,0,1
0,0,0,0,0,0,0,0,0.114,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0.111,1
0,0,0,0,0,0,0,0,0,0,0,0.11,1
0.62,0.31,0,0.15,0,0,0,0,0,0.252,0,4.017,1
1.18,0.23,0.11,2.13,0.35,0,0.11,0,0,0.057,0,0.191,1
0.36,0,0,0,0,0,0,0,0.015,0.046,0.031,0.031,1
0.47,0,0,0,0,0,0.47,0,0,0.164,0,0.41,1
0,0,0.29,0,0.14,0,0,0,0,0.205,0,0.128,1
0.81,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.29,0,0.14,0,0,0,0,0.205,0,0.128,1
0.13,0.13,0.77,0.27,0,0,0,0,0,0.071,0,0.5,1
0.4,0,0,0,0.2,0,0,0,0,0,0,0.223,1
0,0,0,0,0,0,0,0,0,0,0,0.74,1
0,0,0,0,0,0,0,0,0,0,0,0.763,1
0.81,0,0,0,0,0,0,0,0,0.152,0,0.121,1
1.55,0.77,0.19,0.19,0,0,0,0,0.03,0.061,0.03,0.216,1
0,0,0,0,0,0,0,0,0,0.421,0,0.632,1
0,0,0,0,0,0,0,0,0,0.407,0,0.61,1
0.21,0.1,0.21,0,0,0,0,0,0,0.097,0,0.065,1
0,0.9,0,0,0,0,0,0,0,0,0,0,1
0,1.02,0,2.04,0,0,0,0,0,0.17,0,0.17,1
0,0.56,0.56,1.41,0,0,0,0,0,0.114,0,0,1
0,0,0,0.92,0.46,0,0,0,0,0.142,0,0.5,1
1.43,0,0,0.14,0,0,0,0,0,0.047,0,0.118,1
0.87,0,0,0,0,0,0,0,0.151,0,0,0,1
2.23,0,0,0,0,0,0,0,0,0.265,0,0.353,1
0,0,0,0,0,0,0,0,0,0,0,0,1
0.81,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1.47,0,0,0,0,0,0,0,0,0,1
1.61,1.07,0,0,0,0,0,0,0,0.092,0,0,1
0,0.67,0.33,0,0,0,0,0,0,0,0,0.048,1
0.4,0.4,0,0,0,0,0,0,0,0,0,0,1
0.41,0,0.2,0.41,1.65,0,0,0,0,0.099,0,0.132,1
0,0.9,1.81,0,0,0,0,0,0,0,0,0,1
2,0,0,0,0,0,0,0,0,0,0,0,1
0.14,0,0.61,0.21,0,0,0,0,0.012,0.078,0,0.505,1
0.28,0,0.28,0,1.98,0,0,0,0,0.128,0,0.042,1
0,0,0.08,0.16,0,0,0,0,0,0,0,0.113,1
0.68,0.34,0,2.04,0,0,0,0,0,0.161,0,0,1
0,0,0.25,0.77,0,0,0.12,0,0,0.161,0,0.299,1
1.17,0,0,0.78,0,0,0,0,0,0,0,0.092,1
1.48,0,0,0.66,0,0,0,0,0,0.197,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0.232,1
0.64,0.64,0,0.32,0,0,0,0,0,0.156,0,0.156,1
0.91,1.36,0,1.82,0,0,0,0,0,0,0,0,1
0,1.25,0,2.5,0,0,0,0,0,0.045,0,0,1
0,1.25,0,2.5,0,0,0,0,0,0.044,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
0,2.1,0,0,0,0,0,0,0,0,0,0,1
0.24,0,0.49,0.24,0,0,0,0,0,0.035,0,0,1
0.14,0.05,0.52,0.11,0,0,0,0,0,0.073,0,0.535,1
0,0,0,0,6.32,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0.189,0,0.189,1
0,0,0,0,5.33,0,0,0,0,0,0,0,1
0.25,0.25,0,0.5,0,0,0,0,0,0.034,0,0.034,1
0,0,0,1.03,0,0,0,0,0,0,0,0.176,1
0,0.19,0.39,0.98,0.39,0,0,0,0,0.231,0,0.308,1
0,0.19,0.39,0.98,0.39,0,0,0,0,0.232,0,0.31,1
0,0.19,0.39,0.98,0.39,0,0,0,0,0.23,0,0.306,1
0,2.1,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0.169,0,0.338,1
0.55,0.27,0.27,0,0.13,0,0.13,0,0,0.017,0,0.177,1
0,0,0,0,0,0,0.93,0,0.071,0.071,0,0.023,1
0.36,0,0,0,0,0,0,0,0.015,0.045,0.03,0.03,1
0.55,0.27,0.27,0,0.13,0,0.13,0,0,0.018,0,0.182,1
0,0.19,0.39,0.98,0.39,0,0,0,0,0.232,0,0.31,1
0.28,0,0,0,0,0,0,0,0.084,0.126,0,0,1
0.36,0,0.36,1.81,0,0,0,0,0,0.125,0,0,1
1.18,0.23,0.7,0.23,0,0,0,0,0,0,0,0.108,1
0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1.51,0,0,0,0,0,0,0,0,0,1
0,1.08,0.54,2.17,0,0,0,0,0,0,0,0,1
1.92,0.56,0.45,0.22,0,0,0.11,0.11,0.019,0.057,0,0.134,1
0,0,0,0.68,4.76,0,0,0,0,0,0,0,1
0.22,0.11,0.22,0,0,0,0,0,0,0.155,0,0.12,1
0,0.76,0,0,0.76,0,0,0,0,0,0,0,1
0.45,0,2.73,0.11,0,0,0.11,0,0.067,0.118,0,0.236,1
0,0,0,0,0,0,0,0,0,0,0,0,1
1.28,1.28,0,0.64,0,0,0,0,0,0,0,0.17,1
0,0,0,0,0,0,0,0,0,0.392,0,0,1
0,0.9,0,0,0,0,0,0,0,0,0,0,1
0.05,0.05,0.79,0.21,0,0,0,0,0,0.064,0,0.626,1
0,0.79,0,0,0,0,0,0,0,0.061,0,0.183,1
0,0,7.55,0,0,0,0,0,0,0.192,0,0,1
0.34,0,0.69,0,1.55,0,0.17,0,0,0.194,0,0.055,1
0.25,0,0.51,0.77,0,0,0,0,0,0.179,0,0.403,1
1.24,0,0,1.24,0,0,0,0,0,0.107,0,0.107,1
0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.84,1.68,0.84,0,0,0,0,0,0,0,0,1
0,0,0,1.43,0,0,0,0,0,0.265,0,0,1
0.36,0,0,0,0,0,0,0,0.015,0.046,0.03,0.03,1
0.45,0,1.59,0,0,0,0.11,0,0.018,0.17,0,0.132,1
0.44,0.44,0,0,0,0,0,0,0.216,0,0,0.361,1
0.8,0.5,0.1,0.1,0.2,0,0,0.1,0,0.107,0,0.152,1
0.45,0,1.59,0,0,0,0.11,0,0.018,0.17,0,0.132,1
0.19,0,0.62,0.23,0,0,0,0,0,0.076,0,0.585,1
0.45,0,0,0.45,0,0,0,0,0,0,0,0.07,1
0.22,0,0.11,0.56,0,0,0,0,0,0.157,0,0.176,1
0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0.109,1
0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
1.41,0.47,0.47,0.94,0,0,0,0,0,0,0,0,1
0,0,1.47,0,0,0,0,0,0,0,0,0,1
1.07,0.19,0.58,0,0.68,0,0.09,0,0,0,0.194,0.224,1
0.82,0,0.82,0,0,0,0,0,0,0.113,0,0,1
0,0,0.09,0.09,0,0,0,0,0,0.267,0,0.247,1
0,1.37,0,0,0,0,0,0,0,0.103,0,0.309,1
0,0,0,0,0,0,0,0,0,0.126,0,0,1
0,0.36,0,0.36,1.1,0,0,0,0,0.118,0,0.888,1
0.62,0.62,1.88,1.56,0,0,0,0,0,0,0,0,1
0.61,0.4,0.81,0.1,0.5,0,0,0,0,0,0.256,0.384,1
0,0,0,0,0,0,0,0,0,0,0,0,1
0.14,0.03,0.8,0.24,0,0,0,0,0,0.075,0,0.528,1
0,0,1.49,0,0,0,0,0,0,0,0,0,1
0.35,0.17,0.53,0.17,0.17,0,0,0,0,0.027,0,0.027,1
0.32,0,0,0.32,0,0,0,0,0,0.053,0,0,1
0.28,0,0.28,0,1.98,0,0,0,0,0.129,0,0.043,1
0.32,0,0,0.32,0,0,0,0,0,0.053,0,0,1
0.63,0,0.23,0.58,2.61,0,0,0,0,0.201,0,0.182,1
0,1.27,0,0,3.18,0,0,0,0,0,0,0.089,1
0.44,0.44,0,0,0,0,0,0,0.215,0,0,0.358,1
0,0,0,0.42,0,0,0,0,0,0.067,0,0.472,1
0,2.94,1.47,0,1.47,0,0,0,0,0.141,0,0.141,1
0.57,0.57,0.57,0,0,0.57,0,0,0.072,0,0,0.289,1
0,1.78,0,0,0,0,0,0,0,0,0,0,1
0,4.08,0,0,0,0,0,0,0,0,0,0,1
0,2.94,1.47,0,1.47,0,0,0,0,0.142,0,0.142,1
0,0,0,6.52,0,0,0,0,0,0,0,0,1
0.26,0.13,0.39,0.13,0.13,0,0,0,0,0,0,0,1
0,1.94,0,2.91,0,0,0.97,0,0,0.13,0,0.13,1
0.43,0.86,0.86,0,0,0,0,0,0.063,0.126,0,0.063,1
0,0,0,0,0,0,0,0,0,0.074,0,0.297,1
0.32,0,0,0.32,0,0,0,0,0,0.053,0,0,1
0.89,0,0,0,0,0,0,0,0,0.121,0,0,1
0,0.66,0,0.66,0,0,0,0,0,0.116,0,0.464,1
0,0.94,1.88,0,0,0,0,0,0,0,0,1.305,1
0.36,1.1,0,0.36,0,0,0,0,0,0.186,0,0.062,1
1.33,0.33,0,0.33,1,0,0,0,0,0.266,0,0.159,1
0.3,0.15,0.45,0.15,0.15,0,0,0,0,0.02,0,0.02,1
0,0,0,0,0,0,0,0,0,0.099,0,0.099,1
0,1.04,0,0,0,0,0,0,0.062,0.248,0,0.062,1
0,0,0,0,0,0,0,0,0,0,0,0,1
0.28,0.14,0.42,0.14,0.14,0,0.14,0,0,0,0,0,1
0.04,0.04,0.81,0.21,0,0,0,0,0,0.058,0,0.672,1
0.7,0.7,0,0,0,0,0,0,0,0.173,0,0,1
1.54,0.61,0.3,0,0.92,0,0,0,0,0.045,0,0.182,1
0.56,0,0,0.28,0,0,0.28,0,0,0.278,0,0,1
0.35,0,0,0.35,0,0,0,0,0,0.056,0,0,1
1.13,0,0,0.24,0,0,0,0,0,0.121,0,0.054,1
0.39,0.13,0.26,0.26,0.26,0,0,0,0,0,0,0.022,1
0,0,0,2.59,0,0,0,0,0,0.439,0,0,1
0.48,0,0.38,0,0,0,0,0,0.038,0.038,0,0.894,1
1.02,0,1.02,0,1.02,0.34,0,0,0,0,0,0.106,1
0.8,0.8,0.8,0.8,0,0,0,0,0,0.134,0,0,1
3.33,0,0,0,0,0,0,0,0,0,0,0,1
0.16,0,0,0,0,0,0,0,0,0.116,0.021,0,1
0.41,0.82,0,0,0,0,0,0,0,0.171,0,0.114,1
0.42,0,0,0.42,0,0,0,0,0,0.08,0,0.161,1
0.6,0.4,0.8,0.1,0.4,0,0,0,0,0,0.26,0.39,1
0.16,0,0,0,0,0,0,0,0,0.116,0.021,0,1
0,0,0.42,0.32,0.29,0,0,0,0.016,0.058,0,0.166,1
0,0,0,0,0,0,0,0,0,0.122,0,0,1
0,0,0.61,0,0,0,0,0,0,0.095,0,0.063,1
1.55,0,0,0.77,0,0,0,0,0,0.134,0,0,1
0.16,0,0.08,0,0.08,0,0,0,0,0,0,0.202,1
0.63,0.07,0.23,0.47,0,0,0,0,0,0.012,0,0.077,1
0.14,0.03,0.8,0.24,0,0,0,0,0,0.077,0,0.543,1
0.25,0.03,0.4,0.54,0.14,0,0.03,0,0.012,0.042,0.073,0.141,1
0,2.22,0,0,0,0,2.22,0,0,0,0,0.439,1
1.91,0.31,0.31,0,0,0,0.63,0,0,0.092,0,0,1
0,0,0.5,1.5,0,0,0,0,0.045,0.18,0,0,1
0,0,0,2.23,0,0,0,0,0,0,0,0,1
0,0,0,2.59,0,0,0,0,0,0.439,0,0,1
0,0,0,0,0,0,0,0,0.142,0,0,0,1
0.59,0.59,0,0,0,0,0,0,0,0.052,0,0.105,1
0.8,0.5,0.1,0.1,0.2,0,0,0.1,0,0.11,0,0.158,1
1.65,0.66,0.16,0.82,0,0,0,0,0,0.024,0.074,0.049,1
0,0,1.2,0,0.53,0,0,0,0,0,0,0.217,1
0.8,0.5,0.1,0.1,0.2,0,0,0.1,0,0.11,0,0.158,1
0.15,0.05,0.42,0,0,0,0,0,0.027,0.184,0,0.388,1
0.51,0.2,0.82,0.1,0.41,0,0,0,0,0,0.264,0.396,1
0,0,0,0,0,0,0,0,0,0,0,0,1
0.71,0,0,0.71,0,0,0,0,0,0,0.256,0,1
1.3,0.98,1.79,0.49,0.16,0,0.16,0,0,0.247,0,0.674,1
0.6,0.4,0.8,0.1,0.4,0,0,0,0,0,0.265,0.397,1
0,4,0,0,0,0,0,0,0,0,0,0,1
0.84,0.42,0.42,0,0,0,0,0,0.097,0.097,1.171,0.39,1
0,0.23,0.35,0.11,0,0,0,0,0,0.233,0,0.107,1
0,1.12,0,0.37,0,0,0,0,0,0,0,0.223,1
0.99,0.49,0.24,0.49,0.74,0,0,0,0,0.179,0,0.077,1
0.25,0.03,0.4,0.54,0.14,0,0.03,0,0.012,0.042,0.073,0.141,1
0,0,0,0.47,0,0,0,0.47,0,0.791,0,0.452,1
0,0,0.63,0,0,0,0,0,0,0.103,0,0.206,1
0.47,1.41,0,0.47,0.47,0,0,0,0,0,0,0.145,1
1.3,0.98,1.79,0.49,0.16,0,0.16,0,0,0.246,0,0.673,1
0.47,1.41,0,0.47,0.47,0,0,0,0,0,0,0.288,1
0,1.96,0,0,0,0,0,0,0,0,0,0,1
0.7,0.7,0,1.65,0,0,0,0,0,0.037,0.037,0.037,1
0.38,0.38,0,0.38,0,0,0,0,0,0,0,0,1
0.99,0.33,1.32,0,0.99,0.33,0,0,0,0,0,0.101,1
0.98,0.32,1.31,0,0.98,0.32,0,0,0,0,0,0.101,1
1.03,0.41,0.2,0.2,0,0,0.2,0,0,0,0,0.034,1
0.8,0.5,0.1,0.1,0.2,0,0,0.1,0,0.11,0,0.158,1
0.41,0.49,0.66,0.82,0.16,0,0.08,0,0,0.132,0,0.224,1
0.41,0.49,0.66,0.82,0.16,0,0.08,0,0,0.132,0,0.224,1
0.93,0,0,0,0,0,0,0,0,0.343,0,0.171,1
0,0,0,0.32,0.98,0,0,0,0,0.11,0,0.83,1
0.39,0.39,0,0.39,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
0,1.47,0.36,0.36,0,0,0,0,0,0.183,0,0.061,1
0.72,0,0,0,0,0,0,0,0,0,0,0,1
1.44,0.05,0.05,0,0.23,0,0,0,0.01,0.05,0,0.161,1
0.98,0,0,0.65,0,0,0,0,0,0,0,0.411,1
0.35,0.57,0.5,0.14,0,0,0.07,0.07,0,0.08,0,0.103,1
0.89,0.17,1.24,0,0.17,0,0,0,0,0,0,0.216,1
1.15,0,0,0,0,0,0.19,0,0,0.031,0,0,1
2.91,0.72,0,1.45,0,0,0,0,0,0.373,0,0.124,1
0.67,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1.35,1.35,0,1.35,0,0,0,0,0,0,1
0.8,0.26,0.26,0,0.26,0.26,0,0,0,0,0,0.04,1
1.79,0,0,1.34,0,0,0,0,0,0.075,0.075,0,1
0,0.34,0.34,0.68,0.34,0,0.34,0,0,0.393,0,0.056,1
1.58,1.05,1.05,0.52,0,0.52,0,0,0,0.25,0,0,1
0.43,0.43,0.43,0,0,0,0,0,0,0,0,0,1
0.27,0.13,0.27,0,0,0,0,0,0,0.109,0,0,1
0,0.24,0.48,1.68,0,0,0,0,0,0,0,0.828,1
0.73,0.73,0.27,0.09,0.18,0,0,0.09,0,0.094,0,0.135,1
0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.34,0.34,0.68,0.34,0,0.34,0,0,0.393,0,0.056,1
0.34,0.51,0.51,0.34,0,0,0,0,0.063,0.095,0,0,1
0.57,0.57,0.28,1.72,0,0,0,0,0,0.142,0,0,1
0,7.27,0,0,0,0,0,0,0,0,0,0,1
0.75,0.5,1.01,0,0,0,0.5,0,0,0.078,0,0.432,1
0.65,0.32,0,0.98,2.61,0,0,0,0,0.051,0,0,1
0.5,0.16,0,0,0.5,0,0,0,0,0,0,0.105,1
0.49,0.16,0,0,0.49,0,0,0,0,0,0,0.101,1
0.51,0.17,0,0,0.51,0,0,0,0,0,0,0.106,1
0,0.36,0,0.36,1.1,0,0,0,0,0.124,0,0.932,1
0.13,0.06,1.13,0,0,0,0,0,0.012,0.038,0,0.192,1
0,0,1.12,0,0,0,0,0,0,0.493,0.197,0,1
0.5,0.16,0,0,0.5,0,0,0,0,0,0,0.107,1
0.76,0.38,0,0.38,0,0,0,0,0,0,0,0,1
0.93,0,0.93,0,0,0,0,0,0,0,0,0,1
3.69,0,0.56,0,1.13,0,0,0,0,0.092,0,0.046,1
0.94,0,0.94,0,0,0,0,0,0,0,0,0,1
0.53,0.08,0.62,0.35,0.26,0,0,0,0,0.044,0,0.162,1
1.41,0.47,0.47,0.94,0,0,0,0,0,0,0,0,1
0.89,0,0,0.89,2.67,0,0.89,0,0,0,0,0.483,1
0.55,0.18,0.18,0,0,0,0,0,0,0.081,0,0.027,1
1.45,0.05,0.05,0,0.23,0,0,0,0.01,0.051,0,0.163,1
0,0,0,1.16,0,0,0,0,0.431,0,0,0,1
1.32,0.44,1.32,0,0,0,0,0,0,0.301,0,0,1
0.24,0.24,0,0.49,0,0,0,0,0,0.035,0,0.035,1
0.52,0,0,0.52,0,0,0,1.56,0,0.077,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0.117,1
2.53,0.42,0.84,1.68,0,0,0,0,0,0.291,0,1.457,1
3.98,0,0.88,0.88,0.44,0,0,0,0,0.257,0,0.128,1
0.49,0.98,0,0,0,0,0,0,0,0.466,0,0,1
0.78,0.49,0.19,0.09,0.19,0.09,0,0.09,0,0.102,0,0.145,1
0,1.47,0,0,0,0,0,0,0.496,0,0,0.248,1
1.47,0,0.05,0,0.23,0,0,0,0.01,0.051,0,0.165,1
0,0,0,0,0,0,0,0,0,0,0,0,1
0.36,0,0,0,0,0,0,0,0.015,0.047,0.031,0.031,1
0.22,0.11,0.22,0,0,0,0,0,0,0.16,0,0.124,1
0.64,0.64,0,0,1.29,0,0.64,0,0,0.115,0,0.345,1
0,0,0,0,0.47,0,0,0,0.066,0.2,0,0,1
0.21,0.1,0.21,0,0,0,0,0,0,0.152,0,0.118,1
0.36,0,0,0,0,0,0,0,0.015,0.047,0.031,0.031,1
0.36,0,0,0,0,0,0,0,0.015,0.047,0.031,0.031,1
0,1.08,0.54,2.17,0,0,0,0,0,0,0,0,1
0.98,0.65,0.32,0,0,0,0,0,0,0,0,0.173,1
0,0.19,0.39,0.98,0.39,0,0,0,0,0.238,0,0.317,1
0,0.31,1.25,0,0,0,0.31,0,0,0.183,0,0,1
0,0,0.33,0.5,0.33,0,0,0,0,0.204,0,0.229,1
0.56,0,0.56,0.11,0,0.11,0,0,0,0.186,0,0.056,1
1.45,0.72,1.45,0,0,0,0,0,0,0.404,0,0,1
0.36,0,0,0,0,0,0,0,0.015,0.047,0.031,0.031,1
1.37,0.82,0.82,0.82,0,0,0,0,0,0.235,0,0.188,1
1.85,0.37,0.74,1.11,0,0,0,0,0,0.264,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0.238,1
0.5,1.01,0.76,1.26,0,0,0,0,0,0.113,0,0,1
0.52,0.07,0.59,0,0.22,0,0,0,0,0.095,0,0.071,1
0.85,0.25,0.08,0.25,0.17,0,0.08,0.08,0,0.065,0,0.118,1
0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.56,0.56,1.41,0,0,0,0,0,0.118,0,0,1
0,0,1.63,0,0,0,0,0,0.249,0,0,0,1
1.02,0,1.02,0,1.02,0.34,0,0,0,0,0,0.105,1
0,0,0,0,0,0,0,0,0,0.443,0,0.665,1
0.51,1.02,0,0,0,0,0,0,0,0.142,0,1.212,1
0.48,0,1.95,0.48,0,0,0,0,0,0.26,0,0.173,1
1.02,0,1.02,0,1.02,0.34,0,0,0,0,0,0.105,1
0.36,0,0,0,0,0,0,0,0.015,0.047,0.031,0.031,1
0.85,0.25,0.08,0.25,0.17,0,0.08,0.08,0,0.065,0,0.118,1
0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0.184,1
0.14,0.03,1.01,0.25,0,0,0,0,0.011,0.077,0,2.33,1
0.46,0.11,0.93,0,0.46,0,0,0,0,0.075,0,0.056,1
0.33,0.33,0,1,2.68,0,0,0,0,0.053,0,0,1
0.47,0,1.9,0.47,0,0,0,0,0,0.253,0,0.168,1
0.46,0,1.86,0.46,0,0,0,0,0,0.252,0,0.168,1
0.36,0,0,0,0,0,0,0,0.016,0.048,0.032,0.032,1
0,0.73,0,2.2,0,0,0,0,0,0,0,0,1
0,0.63,1.26,0.63,0,0,0,0,0.195,0,0,0,1
0,0.74,0,2.22,0,0,0,0,0,0,0,0,1
0.47,0,2.86,0.11,0,0,0.11,0,0.072,0.127,0,0.254,1
